class,text
Neg,=@united I have and been denied!I called and got hung up on. did speaks with manager on second call
Neg,"@united Club DEN, East or West, both are disgusting. http://t.co/XijYrPsLZK"
Neg,@united installed and working are not the same. Kicked me out after an hour and wouldn't let me back in. Four wasted hours.
Neutral,=@united I would like to know if its possiable to checkin online Or must it be Done at Schiphol?
Neutral,@united how do you go fr Silver Elite for two straight years to group 5 all the time?  I get no group 2 but maybe 3 or 4?  What's up?
Neg,"@united that's what I tried to do, but when entering email into 2nd device made email typo. No way to fix it &amp; no option to log out/in!!!"
Neutral,@united What delivery service do you use? I'd like to call them myself.
Neg,@united so the 4-6hrs that you told me was what? A guess?? They've apparently had the bag 20hrs now and no call.
Pos,@United  my home for the next 8.5 hrs. 777 GFC! :) http://t.co/MKpoGNntYC
Pos,=@united Thank you.
Pos,"@united @perfectomobile I have to admit that not only the app is good but have lots of useful func (such the ""live"" seat map). Congrats"
Neg,@united still waiting 4 our bags. Web STILL can't tell me its location . How come @UPS @FedEx can tell u at any given minute where it is?
Neg,@united seriously? After waiting 2 hours on the plane for my 10:20 flight to leave at 3pm I have to leave the plane? Great. Just great.
Pos,@united kind of cool to run into your boss man at SFO. http://t.co/bm9O2K5X5J
Pos,@united Got a call. Bag is to be delivered tonight. Thanks for your reply!!
Pos,@United Global First Class Lounge ORD menu. Yummy! http://t.co/egKvFoKogj
Pos,@united pleasantly surprised with quality of service and flight.Flew LGA-CLE-DEN. Friendly crew. Love the concept of #byod #worksnicely
Neg,"@united ""We like hearing from you."" So why haven't you replied to my tweet and/or email yet? https://t.co/caf2cx3gfi"
Neg,@united Rude grouchy agent at Dulles check-in just got my 19 hour trip off to a lousy start. He needs a nap or something.
Neg,@united 1k use to be special.  80 people in group one.   Why not board global AND 1k together? http://t.co/qd2lyUXAZg
Neg,@united thats because you didnt read my entire tweet. Wife's 12pm flight is now delayed to 6:30.  Thats 3 6+ hour flight delays in 2 weeks
Neg,=@united as it ALWAYS is. helps to communicate to customers.
Neg,@united I'm not as sure as you are. http://t.co/HSMpbSF4UF
Neg,@united how does that help me with my customers that I couldn't meet with (and subsequently lost)?
Pos,=@united Thank you. I will address it with them
Neg,=@united problem is on laptop not phone
Neg,@united question - was given food vouchers but can't use on plane..how   come
Neutral,@united it's cool. I didn't need to go to work today. Or get home to make sure my house is ok in the -30 wind chill.
Neutral,@united please reroute Oregon Women's Tennis to Santa Barbara. There's supposedly another connection from LA.
Neg,=@united the wifi in the EWR lounge reminds me of the old days of dial up
Neg,@united needs to pay for my car. I could have been on my flight if 4 help desks did not say it already left. Shame.
Neg,@united too long for 140 characters
Neg,@united Bos-SF was in between waivers. Business Cancelled Flighted due to weather before/after. No flexibility/compassion in extreme circumstances = 😔
Neg,@united tried that already &amp; tried forgetting the wifi network connection. Still forces log in with incorrect email. Other suggestions?
Neg,@united I see you tweeting as little as 7 min ago. Are you just ignoring my CS request? #CantLogOutOfUnitedWifi
Neg,@united or did you mean 24-26?
Neg,@united has it been 4-6hrs yet?
Neg,@united anyone awake? Paying for wifi on iPhone when need to be using it on laptop. Logout option for wifi in flight? Time is wasting!
Neg,"=@united does a great job of answering public messages. direct private messages, not So much."
Neg,@united I work in customer support- extremely saddened United won't waive change fee for flights I had to Cancelled Flight due to east coast storms.
Neg,@united how's my refund coming along??
Neg,@united ANOTHER F*CKING DELAY IN THE PAST 32 HOURS!?
Neutral,@united online inchecking able in the Netherlands (ams)?
Neg,@united 777 from SFO to HNL with ZERO entertainment systems???!!!#youareonyourown
Neg,@united how do you log out of wifi in flight? Don't see any option and made typo when logging in. HELP!!
Neutral,"@united When will you have special promotions for flights departing Newark, NJ to St. John's, Antigua?"
Neg,=@united flight UA5631 from SFO to Burbank has been delayed TWICE now. still no plane in sight. get it together.
Neg,@united Just saying the truth. You don't even an email! #2015
Neg,"@united MR, she's on her way now, but thought id detail the extravaganza for you... #dobetter #please http://t.co/V8PVpHMtZc"
Neutral,@united Hi if a premium ec upgrade was paid for &amp; then a mileage BF upgrade done is the prem Eco upgrade fare refunded?
Neutral,"@United, #deaffriendly? Getting there. Read your review on http://t.co/2Brt0aTHaU: http://t.co/WzNp5q1M0H"
Neg,@united we followed the baggage rules on your website and was still charges $150. But only going one way
Neg,=@united I sent you a DM hours ago
Neg,@united Need to track lost luggage being shipped to me. Need ph # for human. Not automated 800-335-2247.
Neutral,@united DM the conf # to you - did you receive it?
Neg,@united no it weighed 45.5 and it was the only checked bag
Neutral,=@united still waiting for a response on whether Or not you allow use of a rear facing car seat on an ERJ145.
Neg,"@united nonrefundable, hence I wrote $200! Doesn't make sense for my 150 credit. #nothanks"
Neg,@united your website was down all day yesterday- tried 3x put all info in&amp;didnt go thru- today the flight I bought went up!
Neg,@united you do realize my wife is waiting on a delayed flight at this very moment.  I'm not sure I understand your tweet.
Neg,@united I'm a minor and freaking out bc I might not make my connecting flight to Hawaii so yes I'm frustrated
Pos,@united so sorry. I ended up on US Air flight. Thank you though for getting back to me:)
Neg,@united I have been denied. Not sure how you charge $150 one way then $25 on way hime
Neutral,=@united @estellevw does She Need to complain on twitter for the refund Or is it auto-applied?
Neg,"@united even so, change could not be made  online- instructed to call an agent- maybe the syastem should allow agents 2 link passengers!"
Neg,@united Case ID 8544484
Neutral,"=@united no, I have a pricey Chase mileage plus CC."
Neg,@united your Airbus a320 seats are awful. They don't recline.
Neg,@united to DM you I have to follow you and I'm not doing that. Plus they're no more options. That's why I had to fly with you. #epicfail
Pos,@United  great way to start my vacation with an on time departure! Looking forward to my global first class suite!
Neutral,"@united I have 2d and 3d embossed badges and patches superior to the ones you are currently using. 
http://t.co/3fq3XElbOn"
Neg,@united - why am I sitting on this plane for an hour after scheduled takeoff without a cloud in the sky? #keepusguessing #isthisyourfirsttry
Pos,@united Thank you for responding so promptly! I look forward to the 240 kms drive to the office to file a claim.
Pos,=@united that would be great
Neutral,"@united Death in the family cannot make flight tomorrow. Phone rep quoted $440 per person fee, which is almost the cost of ticket. Help?"
Neg,"@united of the airplane otherwise they would call the Police, because the flight had to take off before 12h30am"
Neg,@united @perfectomobile huh?  I have sent 16 crash reports in Feb alone.  8 in one day.  Only app I have that consistently crashes.
Neg,"@united I was abused , threatened and forced to travel in a lower cabine (last seat) in yesterday's flight from Houston to Sao Paulo"
Pos,@united You're welcome.
Neg,@united Contacted yesterday and was told that there's nothing they can do - they suggested I email for some compensation ??? cust service???
Neutral,@united I'm a UA 1k. I think it's @iamtedking who was looking for help
Neutral,@united  RES # 0167560070877     Fsqthg   Thanks
Neg,"@united unfortunately, that doesn't help. Just an automated computer."
Pos,@united flt 1583 EWR to SFO excellent service. Friendly flight attendants. made the 6AM flight a very good start to the day.
Pos,@united Yes ! :D (Y) From @therealaviation on Instagram :)
Neutral,@united @perfectomobile You really shouldn't use the word 'crashing.' Just sayin'.
Neg,=@united airlines delayed our flight on the way to Chicago and leaving Chicago. next time @delta it is.
Neg,@united They inquire and then do nothing about it...pretend they’re interested. Responded to your DM and no response back...
